id,region,prefecture,ward,town,chome,banchi_text,created_at,updated_at
487,간토,도쿄도,에도가와,히라이,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
488,간토,도쿄도,에도가와,히라이,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
489,간토,도쿄도,에도가와,히라이,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
490,간토,도쿄도,에도가와,히라이,5,1-30,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
491,간토,도쿄도,에도가와,히라이,5,31-58,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
492,간토,도쿄도,에도가와,히라이,6,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
493,간토,도쿄도,에도가와,히라이,7,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
494,간토,도쿄도,에도가와,후나보리,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
495,간토,도쿄도,에도가와,후나보리,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
496,간토,도쿄도,에도가와,후나보리,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
497,간토,도쿄도,에도가와,후나보리,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
498,간토,도쿄도,에도가와,후나보리,6,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
499,간토,도쿄도,에도가와,후나보리,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
500,간토,도쿄도,에도가와,후나보리,7,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
501,간토,도쿄도,에도가와,혼잇시키,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
502,간토,도쿄도,에도가와,혼잇시키,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
503,간토,도쿄도,에도가와,혼잇시키,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
504,간토,도쿄도,에도가와,마쓰에,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
505,간토,도쿄도,에도가와,마쓰에,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
506,간토,도쿄도,에도가와,마쓰에,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
507,간토,도쿄도,에도가와,마쓰에,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
508,간토,도쿄도,에도가와,마쓰에,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
509,간토,도쿄도,에도가와,마쓰에,6,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
510,간토,도쿄도,에도가와,마쓰에,7,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
511,간토,도쿄도,에도가와,마쓰시마,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
512,간토,도쿄도,에도가와,마쓰시마,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
513,간토,도쿄도,에도가와,마쓰시마,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
514,간토,도쿄도,에도가와,마쓰시마,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
515,간토,도쿄도,에도가와,마쓰모토,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
516,간토,도쿄도,에도가와,마쓰모토,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
517,간토,도쿄도,에도가와,미즈에,1,1-21,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
518,간토,도쿄도,에도가와,미즈에,1,22-65,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
519,간토,도쿄도,에도가와,미즈에,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
520,간토,도쿄도,에도가와,미즈에,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
521,간토,도쿄도,에도가와,미즈에,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
522,간토,도쿄도,에도가와,미나미카사이,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
523,간토,도쿄도,에도가와,미나미카사이,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
524,간토,도쿄도,에도가와,미나미카사이,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
525,간토,도쿄도,에도가와,미나미카사이,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
526,간토,도쿄도,에도가와,미나미카사이,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
527,간토,도쿄도,에도가와,미나미카사이,6,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
528,간토,도쿄도,에도가와,미나미카사이,7,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
529,간토,도쿄도,에도가와,미나미코이와,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
530,간토,도쿄도,에도가와,미나미코이와,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
531,간토,도쿄도,에도가와,미나미코이와,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
532,간토,도쿄도,에도가와,미나미코이와,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
533,간토,도쿄도,에도가와,미나미코이와,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
534,간토,도쿄도,에도가와,미나미코이와,6,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
535,간토,도쿄도,에도가와,미나미코이와,7,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
536,간토,도쿄도,에도가와,미나미코이와,8,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
537,간토,도쿄도,에도가와,미나미시노자키마치,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
538,간토,도쿄도,에도가와,미나미시노자키마치,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
539,간토,도쿄도,에도가와,미나미시노자키마치,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
540,간토,도쿄도,에도가와,미나미시노자키마치,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
541,간토,도쿄도,에도가와,미나미시노자키마치,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
542,간토,도쿄도,에도가와,야고우치,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
543,간토,도쿄도,에도가와,야고우치,2,"1, 2, 3",2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
544,간토,도쿄도,에도가와,야고우치,2,4-15,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
545,간토,도쿄도,에도가와,린카이초,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
546,간토,도쿄도,에도가와,린카이초,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
547,간토,도쿄도,에도가와,린카이초,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
548,간토,도쿄도,에도가와,린카이초,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
549,간토,도쿄도,에도가와,린카이초,6,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
550,간토,도쿄도,가쓰시카,아오토,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
551,간토,도쿄도,가쓰시카,아오토,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
552,간토,도쿄도,가쓰시카,아오토,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
553,간토,도쿄도,가쓰시카,아오토,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
554,간토,도쿄도,가쓰시카,아오토,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
555,간토,도쿄도,가쓰시카,아오토,6,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
556,간토,도쿄도,가쓰시카,아오토,7,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
557,간토,도쿄도,가쓰시카,아오토,8,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
558,간토,도쿄도,가쓰시카,오쿠도,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
559,간토,도쿄도,가쓰시카,오쿠도,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
560,간토,도쿄도,가쓰시카,오쿠도,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
561,간토,도쿄도,가쓰시카,오쿠도,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
562,간토,도쿄도,가쓰시카,오쿠도,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
563,간토,도쿄도,가쓰시카,오쿠도,6,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
564,간토,도쿄도,가쓰시카,오쿠도,7,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
565,간토,도쿄도,가쓰시카,오쿠도,8,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
566,간토,도쿄도,가쓰시카,오쿠도,9,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
567,간토,도쿄도,가쓰시카,오하나자야,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
568,간토,도쿄도,가쓰시카,오하나자야,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
569,간토,도쿄도,가쓰시카,오하나자야,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
570,간토,도쿄도,가쓰시카,카나마치,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
571,간토,도쿄도,가쓰시카,카나마치,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
572,간토,도쿄도,가쓰시카,카나마치,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
573,간토,도쿄도,가쓰시카,카나마치,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
574,간토,도쿄도,가쓰시카,카나마치,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
575,간토,도쿄도,가쓰시카,카나마치,6,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
576,간토,도쿄도,가쓰시카,카마쿠라,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
577,간토,도쿄도,가쓰시카,카마쿠라,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
578,간토,도쿄도,가쓰시카,카마쿠라,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
579,간토,도쿄도,가쓰시카,카마쿠라,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
580,간토,도쿄도,가쓰시카,카메아리,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
581,간토,도쿄도,가쓰시카,카메아리,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
582,간토,도쿄도,가쓰시카,카메아리,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
583,간토,도쿄도,가쓰시카,카메아리,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
584,간토,도쿄도,가쓰시카,카메아리,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
585,간토,도쿄도,가쓰시카,코스게,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
586,간토,도쿄도,가쓰시카,코스게,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
587,간토,도쿄도,가쓰시카,코스게,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
588,간토,도쿄도,가쓰시카,코스게,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
589,간토,도쿄도,가쓰시카,시바마타,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
590,간토,도쿄도,가쓰시카,시바마타,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
591,간토,도쿄도,가쓰시카,시바마타,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
592,간토,도쿄도,가쓰시카,시바마타,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
593,간토,도쿄도,가쓰시카,시바마타,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
594,간토,도쿄도,가쓰시카,시바마타,6,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
595,간토,도쿄도,가쓰시카,시바마타,7,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
596,간토,도쿄도,가쓰시카,시라토리,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
597,간토,도쿄도,가쓰시카,시라토리,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
598,간토,도쿄도,가쓰시카,시라토리,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
599,간토,도쿄도,가쓰시카,시라토리,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
600,간토,도쿄도,가쓰시카,신코이와,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
601,간토,도쿄도,가쓰시카,신코이와,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
602,간토,도쿄도,가쓰시카,타카사고,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
603,간토,도쿄도,가쓰시카,타카사고,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
604,간토,도쿄도,가쓰시카,타카사고,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
605,간토,도쿄도,가쓰시카,타카사고,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
606,간토,도쿄도,가쓰시카,타카사고,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
607,간토,도쿄도,가쓰시카,타카사고,6,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
608,간토,도쿄도,가쓰시카,타카사고,7,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
609,간토,도쿄도,가쓰시카,타카사고,8,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
610,간토,도쿄도,가쓰시카,타카라마치,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
611,간토,도쿄도,가쓰시카,타카라마치,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
612,간토,도쿄도,가쓰시카,타테이시,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
613,간토,도쿄도,가쓰시카,타테이시,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
614,간토,도쿄도,가쓰시카,타테이시,7,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
615,간토,도쿄도,가쓰시카,타테이시,8,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
616,간토,도쿄도,가쓰시카,타테이시,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
617,간토,도쿄도,가쓰시카,타테이시,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
618,간토,도쿄도,가쓰시카,타테이시,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
619,간토,도쿄도,가쓰시카,타테이시,6,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
620,간토,도쿄도,가쓰시카,니주쿠,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
621,간토,도쿄도,가쓰시카,니주쿠,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
622,간토,도쿄도,가쓰시카,니주쿠,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
623,간토,도쿄도,가쓰시카,니주쿠,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
624,간토,도쿄도,가쓰시카,니주쿠,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
625,간토,도쿄도,가쓰시카,니주쿠,6,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
626,간토,도쿄도,가쓰시카,니시카메아리,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
627,간토,도쿄도,가쓰시카,니시카메아리,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
628,간토,도쿄도,가쓰시카,니시카메아리,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
629,간토,도쿄도,가쓰시카,니시카메아리,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
630,간토,도쿄도,가쓰시카,니시신코이와,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
631,간토,도쿄도,가쓰시카,니시신코이와,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
632,간토,도쿄도,가쓰시카,니시신코이와,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
633,간토,도쿄도,가쓰시카,니시신코이와,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
634,간토,도쿄도,가쓰시카,니시신코이와,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
635,간토,도쿄도,가쓰시카,니시미즈모토,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
636,간토,도쿄도,가쓰시카,니시미즈모토,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
637,간토,도쿄도,가쓰시카,니시미즈모토,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
638,간토,도쿄도,가쓰시카,니시미즈모토,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
639,간토,도쿄도,가쓰시카,니시미즈모토,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
640,간토,도쿄도,가쓰시카,니시미즈모토,6,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
641,간토,도쿄도,가쓰시카,히가시카나마치,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
642,간토,도쿄도,가쓰시카,히가시카나마치,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
643,간토,도쿄도,가쓰시카,히가시카나마치,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
644,간토,도쿄도,가쓰시카,히가시카나마치,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
645,간토,도쿄도,가쓰시카,히가시카나마치,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
646,간토,도쿄도,가쓰시카,히가시카나마치,6,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
647,간토,도쿄도,가쓰시카,히가시카나마치,7,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
648,간토,도쿄도,가쓰시카,히가시카나마치,8,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
649,간토,도쿄도,가쓰시카,히가시신코이와,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
650,간토,도쿄도,가쓰시카,히가시신코이와,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
651,간토,도쿄도,가쓰시카,히가시신코이와,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
652,간토,도쿄도,가쓰시카,히가시신코이와,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
653,간토,도쿄도,가쓰시카,히가시신코이와,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
654,간토,도쿄도,가쓰시카,히가시신코이와,6,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
655,간토,도쿄도,가쓰시카,히가시신코이와,7,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
656,간토,도쿄도,가쓰시카,히가시신코이와,8,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
657,간토,도쿄도,가쓰시카,히가시타테이시,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
658,간토,도쿄도,가쓰시카,히가시타테이시,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
659,간토,도쿄도,가쓰시카,히가시타테이시,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
660,간토,도쿄도,가쓰시카,히가시타테이시,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
661,간토,도쿄도,가쓰시카,히가시호리키리,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
662,간토,도쿄도,가쓰시카,히가시호리키리,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
663,간토,도쿄도,가쓰시카,히가시호리키리,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
664,간토,도쿄도,가쓰시카,히가시미즈모토,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
665,간토,도쿄도,가쓰시카,히가시미즈모토,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
666,간토,도쿄도,가쓰시카,히가시미즈모토,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
667,간토,도쿄도,가쓰시카,히가시미즈모토,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
668,간토,도쿄도,가쓰시카,히가시미즈모토,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
669,간토,도쿄도,가쓰시카,히가시미즈모토,6,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
670,간토,도쿄도,가쓰시카,히가시요츠기,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
671,간토,도쿄도,가쓰시카,히가시요츠기,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
672,간토,도쿄도,가쓰시카,히가시요츠기,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
673,간토,도쿄도,가쓰시카,히가시요츠기,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
674,간토,도쿄도,가쓰시카,호소다,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
675,간토,도쿄도,가쓰시카,호소다,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
676,간토,도쿄도,가쓰시카,호소다,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
677,간토,도쿄도,가쓰시카,호소다,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
678,간토,도쿄도,가쓰시카,호소다,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
679,간토,도쿄도,가쓰시카,호리키리,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
680,간토,도쿄도,가쓰시카,호리키리,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
681,간토,도쿄도,가쓰시카,호리키리,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
682,간토,도쿄도,가쓰시카,호리키리,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
683,간토,도쿄도,가쓰시카,호리키리,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
684,간토,도쿄도,가쓰시카,호리키리,6,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
685,간토,도쿄도,가쓰시카,호리키리,7,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
686,간토,도쿄도,가쓰시카,호리키리,8,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
687,간토,도쿄도,가쓰시카,미즈모토,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
688,간토,도쿄도,가쓰시카,미즈모토,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
689,간토,도쿄도,가쓰시카,미즈모토,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
690,간토,도쿄도,가쓰시카,미즈모토,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
691,간토,도쿄도,가쓰시카,미즈모토,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
692,간토,도쿄도,가쓰시카,미나미미즈모토,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
693,간토,도쿄도,가쓰시카,미나미미즈모토,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
694,간토,도쿄도,가쓰시카,미나미미즈모토,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
695,간토,도쿄도,가쓰시카,미나미미즈모토,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
696,간토,도쿄도,가쓰시카,요츠기,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
697,간토,도쿄도,가쓰시카,요츠기,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
698,간토,도쿄도,가쓰시카,요츠기,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
699,간토,도쿄도,가쓰시카,요츠기,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
700,간토,도쿄도,가쓰시카,요츠기,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
701,간토,도쿄도,이타바시,아이오이초,0,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
702,간토,도쿄도,이타바시,아카츠카,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
703,간토,도쿄도,이타바시,아카츠카,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
704,간토,도쿄도,이타바시,아카츠카,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
705,간토,도쿄도,이타바시,아카츠카,4,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
706,간토,도쿄도,이타바시,아카츠카,5,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
707,간토,도쿄도,이타바시,아카츠카,6,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
708,간토,도쿄도,이타바시,아카츠카,7,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
709,간토,도쿄도,이타바시,아카츠카,8,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
710,간토,도쿄도,이타바시,아카츠카신마치,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
711,간토,도쿄도,이타바시,아카츠카신마치,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
712,간토,도쿄도,이타바시,아카츠카신마치,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
713,간토,도쿄도,이타바시,아즈사와,1,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
714,간토,도쿄도,이타바시,아즈사와,2,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
715,간토,도쿄도,이타바시,아즈사와,3,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
716,간토,도쿄도,이타바시,이즈미마치,0,전역,2026-01-28 01:43:38.781402,2026-01-28 01:43:38.781402
